282,926
281,802
282,582
282,693
281,894
282,524
282,220
282,786
281,807
282,256
282,973
282,224
281,997
282,622
282,770
283,136
282,735
282,340
282,339
282,128
282,258
282,489
282,505
282,958
282,638
282,345
281,998
281,345
282,684
283,159
282,816
281,950
282,197
282,422
282,430
282.642
282,971
282,580
282,115
281,863
282,017
282,424
282,675
283,157
282,442
281,993
282,236
282,728
283,063
